,domain,visibility_x,WoW growth,MoM growth,QoQ growth
0,amazon.de,17893365,13.8%,14.95%,12.95%
1,obi.de,11217895,-2.9%,3.8%,3.04%
2,hornbach.de,6882153,-4.53%,-8.19%,-8.8%
3,ebay.de,4923632,6.29%,9.97%,-11.22%
4,kaufland.de,3310517,-25.51%,-22.83%,-5.29%
5,bauhaus.info,2766582,-9.56%,-7.77%,14.8%
6,manomano.de,1400062,-7.32%,-12.63%,9.54%
7,toom.de,637940,-2.07%,2.62%,19.15%
8,hagebau.de,449025,21.73%,30.94%,47.72%
9,globus-baumarkt.de,268813,-16.12%,-7.57%,6.5%
