,domain,visibility_x,WoW growth,MoM growth,QoQ growth
0,amazon.de,11661149,-2.7%,-0.21%,2.84%
1,obi.de,8413044,0.8%,-1.38%,8.57%
2,hornbach.de,5223395,-0.37%,1.97%,-5.62%
3,ebay.de,3444641,3.58%,7.23%,12.33%
4,kaufland.de,2313888,-3.96%,-11.39%,-26.02%
5,bauhaus.info,2181775,0.35%,-1.71%,-1.28%
6,manomano.de,1126218,4.9%,14.81%,18.45%
7,toom.de,457097,4.27%,-3.32%,1.78%
8,hagebau.de,374230,1.67%,1.18%,28.5%
9,globus-baumarkt.de,199201,-2.63%,-15.4%,-16.65%
