,domain,visibility_x,WoW growth,MoM growth,QoQ growth
0,amazon.de,19218902,12.18%,7.84%,16.26%
1,obi.de,8891956,-6.36%,-7.9%,0.57%
2,ebay.de,5686093,6.46%,15.31%,19.34%
3,hornbach.de,5106407,-12.4%,-10.92%,-19.35%
4,kaufland.de,2553935,3.75%,-8.26%,-26.47%
5,bauhaus.info,2049521,-10.48%,-12.16%,-12.57%
6,manomano.de,1430671,8.53%,27.65%,24.43%
7,toom.de,418570,-10.05%,-13.25%,-5.84%
8,hagebau.de,382973,1.53%,2.62%,34.45%
9,globus-baumarkt.de,172916,-13.2%,-26.57%,-24.5%
