,domain,visibility
0,amazon.de,16530733
1,bauhaus.info,2344099
2,ebay.de,4764608
3,globus-baumarkt.de,229027
4,hagebau.de,284854
5,hornbach.de,6331830
6,kaufland.de,3473247
7,manomano.de,1149777
8,obi.de,8841882
9,toom.de,444520
