,domain,visibility
0,amazon.de,17132336
1,bauhaus.info,2289427
2,ebay.de,5341118
3,globus-baumarkt.de,199201
4,hagebau.de,377207
5,hornbach.de,5829045
6,kaufland.de,2461669
7,manomano.de,1318252
8,obi.de,9495998
9,toom.de,465320
