,domain,visibility
0,amazon.de,15874115
1,bauhaus.info,2488681
2,ebay.de,5534942
3,globus-baumarkt.de,270622
4,hagebau.de,302449
5,hornbach.de,7520190
6,kaufland.de,3415146
7,manomano.de,1277658
8,obi.de,11192149
9,toom.de,538742
