,domain,visibility
0,amazon.de,40292537
1,bauhaus.info,4168003
2,ebay.de,14261847
3,globus-baumarkt.de,379570
4,hagebau.de,416441
5,hornbach.de,13482772
6,kaufland.de,7537847
7,manomano.de,3155327
8,obi.de,18653966
9,toom.de,925148
