,domain,visibility
0,amazon.de,15444973
1,bauhaus.info,3149679
2,ebay.de,4620916
3,globus-baumarkt.de,297055
4,hagebau.de,369098
5,hornbach.de,7122147
6,kaufland.de,4301031
7,manomano.de,1500272
8,obi.de,11480573
9,toom.de,621667
