,domain,visibility
0,amazon.de,15842294
1,bauhaus.info,2409837
2,ebay.de,5545592
3,globus-baumarkt.de,252398
4,hagebau.de,303977
5,hornbach.de,7545886
6,kaufland.de,3495270
7,manomano.de,1278113
8,obi.de,10887123
9,toom.de,535393
