,domain,visibility
0,amazon.de,11685494
1,bauhaus.info,2219789
2,ebay.de,3212490
3,globus-baumarkt.de,235472
4,hagebau.de,369857
5,hornbach.de,5122509
6,kaufland.de,2611330
7,manomano.de,980910
8,obi.de,8530830
9,toom.de,472791
