,domain,visibility
0,amazon.de,17893365
1,bauhaus.info,2766582
2,ebay.de,4923632
3,globus-baumarkt.de,268813
4,hagebau.de,449025
5,hornbach.de,6882153
6,kaufland.de,3310517
7,manomano.de,1400062
8,obi.de,11217895
9,toom.de,637940
