,domain,visibility
0,amazon.de,11984899
1,bauhaus.info,2174078
2,ebay.de,3325726
3,globus-baumarkt.de,204591
4,hagebau.de,368078
5,hornbach.de,5242807
6,kaufland.de,2409211
7,manomano.de,1073651
8,obi.de,8345926
9,toom.de,438381
