,domain,visibility
0,amazon.de,41040785
1,bauhaus.info,4665559
2,ebay.de,13511791
3,globus-baumarkt.de,392296
4,hagebau.de,495614
5,hornbach.de,13484931
6,kaufland.de,6374246
7,manomano.de,3223079
8,obi.de,19362516
9,toom.de,925415
