,domain,visibility
0,amazon.de,17820942
1,bauhaus.info,2333113
2,ebay.de,4931254
3,globus-baumarkt.de,235472
4,hagebau.de,373185
5,hornbach.de,5732399
6,kaufland.de,2783749
7,manomano.de,1120758
8,obi.de,9655030
9,toom.de,482506
