,domain,visibility
0,aliexpress.com,258015
1,amazon.es,10077590
2,bauhaus.es,917837
3,bricodepot.es,326100
4,bricomart.es,243788
5,carrefour.es,515367
6,elmueble.com,898238
7,ikea.com,1098095
8,leroymerlin.es,6455150
9,maisonsdumonde.com,306883
10,manomano.es,2472415
