,domain,visibility
0,aliexpress.com,663536
1,amazon.es,30622176
2,bauhaus.es,1273838
3,bricodepot.es,499638
4,bricomart.es,461284
5,carrefour.es,949912
6,elmueble.com,1451024
7,ikea.com,1522154
8,leroymerlin.es,14085933
9,maisonsdumonde.com,426757
10,manomano.es,7317507
