,domain,visibility
0,aliexpress.com,214276
1,amazon.es,7983574
2,bauhaus.es,628767
3,bricodepot.es,386592
4,bricomart.es,148045
5,carrefour.es,950386
6,elmueble.com,903142
7,ikea.com,1055723
8,leroymerlin.es,5326271
9,maisonsdumonde.com,353336
10,manomano.es,2027626
