,domain,visibility
0,aliexpress.com,310851
1,amazon.es,11764132
2,bauhaus.es,816280
3,bricodepot.es,500042
4,bricomart.es,299564
5,carrefour.es,1118433
6,elmueble.com,1145653
7,ikea.com,1367933
8,leroymerlin.es,7454178
9,maisonsdumonde.com,376892
10,manomano.es,2900355
