,domain,visibility
0,aliexpress.com,321864
1,amazon.es,11954813
2,bauhaus.es,814152
3,bricodepot.es,497659
4,bricomart.es,312344
5,carrefour.es,1102293
6,elmueble.com,1143299
7,ikea.com,1324730
8,leroymerlin.es,7421994
9,maisonsdumonde.com,366279
10,manomano.es,3019789
