,domain,visibility
0,aliexpress.com,233611
1,amazon.es,11345541
2,bauhaus.es,654834
3,bricodepot.es,376746
4,bricomart.es,160870
5,carrefour.es,622392
6,elmueble.com,906353
7,ikea.com,993930
8,leroymerlin.es,6144621
9,maisonsdumonde.com,384106
10,manomano.es,2545584
