,domain,visibility
0,aliexpress.com,341187
1,amazon.es,12057784
2,bauhaus.es,883729
3,bricodepot.es,305865
4,bricomart.es,409818
5,carrefour.es,648610
6,elmueble.com,1184647
7,ikea.com,1234702
8,leroymerlin.es,7580972
9,maisonsdumonde.com,437683
10,manomano.es,3103586
