,domain,visibility
0,aliexpress.com,673816
1,amazon.es,30109457
2,bauhaus.es,1229897
3,bricodepot.es,716537
4,bricomart.es,439910
5,carrefour.es,1426174
6,elmueble.com,1519055
7,ikea.com,1515892
8,leroymerlin.es,14007029
9,maisonsdumonde.com,406522
10,manomano.es,7166966
