,domain,visibility
0,aliexpress.com,260459
1,amazon.es,11276641
2,bauhaus.es,978887
3,bricodepot.es,293601
4,bricomart.es,177498
5,carrefour.es,453620
6,elmueble.com,930650
7,ikea.com,784152
8,leroymerlin.es,5258810
9,maisonsdumonde.com,262169
10,manomano.es,2591772
