,domain,visibility
0,aliexpress.com,200578
1,amazon.es,8339429
2,bauhaus.es,797694
3,bricodepot.es,306275
4,bricomart.es,225506
5,carrefour.es,490490
6,elmueble.com,882066
7,ikea.com,998032
8,leroymerlin.es,5615340
9,maisonsdumonde.com,309414
10,manomano.es,2153065
