,domain,visibility
0,aliexpress.com,322454
1,amazon.es,12360356
2,bauhaus.es,905993
3,bricodepot.es,312549
4,bricomart.es,416030
5,carrefour.es,607041
6,elmueble.com,1149696
7,ikea.com,1288171
8,leroymerlin.es,7580723
9,maisonsdumonde.com,419151
10,manomano.es,3079856
