,domain,visibility
0,aliexpress.com,225853
1,amazon.es,8384778
2,bauhaus.es,867682
3,bricodepot.es,309691
4,bricomart.es,212268
5,carrefour.es,486639
6,elmueble.com,903327
7,ikea.com,994529
8,leroymerlin.es,5529250
9,maisonsdumonde.com,288976
10,manomano.es,1870612
