,domain,visibility
0,aliexpress.com,298570
1,amazon.es,12538096
2,bauhaus.es,994078
3,bricodepot.es,371042
4,bricomart.es,533260
5,carrefour.es,591306
6,elmueble.com,1079049
7,ikea.com,1265523
8,leroymerlin.es,7542068
9,maisonsdumonde.com,360090
10,manomano.es,3093674
