,domain,visibility
0,aliexpress.com,205591
1,amazon.es,11713321
2,bauhaus.es,804577
3,bricodepot.es,306275
4,bricomart.es,225506
5,carrefour.es,492224
6,ikea.com,998032
7,leroymerlin.es,6272659
8,maisonsdumonde.com,309414
9,manomano.es,2682406
