,domain,visibility
0,aliexpress.com,259855
1,amazon.es,11986660
2,bauhaus.es,743014
3,bricodepot.es,588793
4,bricomart.es,346410
5,carrefour.es,1098826
6,elmueble.com,1195932
7,ikea.com,1402650
8,leroymerlin.es,7759486
9,maisonsdumonde.com,380587
10,manomano.es,3430403
