,domain,visibility
0,aliexpress.com,586912
1,amazon.es,30270577
2,bauhaus.es,1226166
3,bricodepot.es,706552
4,bricomart.es,341212
5,carrefour.es,1455833
6,elmueble.com,1540119
7,ikea.com,1640474
8,leroymerlin.es,13775272
9,maisonsdumonde.com,372764
10,manomano.es,6404310
