,domain,visibility
0,aliexpress.com,252979
1,amazon.es,7614574
2,bauhaus.es,910192
3,bricodepot.es,326100
4,bricomart.es,243788
5,carrefour.es,512888
6,elmueble.com,898238
7,ikea.com,1098095
8,leroymerlin.es,5764760
9,maisonsdumonde.com,306883
10,manomano.es,2003876
