,domain,visibility
0,aliexpress.com,345894
1,amazon.es,11764666
2,bauhaus.es,876438
3,bricodepot.es,303709
4,bricomart.es,424314
5,carrefour.es,657028
6,elmueble.com,1196694
7,ikea.com,1286860
8,leroymerlin.es,7647018
9,maisonsdumonde.com,452561
10,manomano.es,3261394
