,domain,visibility
0,aliexpress.com,327875
1,amazon.es,12197633
2,bauhaus.es,860801
3,bricodepot.es,409020
4,bricomart.es,398868
5,carrefour.es,706195
6,elmueble.com,1103975
7,ikea.com,1237235
8,leroymerlin.es,7541264
9,maisonsdumonde.com,414114
10,manomano.es,3066885
