,domain,visibility
0,aliexpress.com,633451
1,amazon.es,30034130
2,bauhaus.es,1198026
3,bricodepot.es,661074
4,bricomart.es,333332
5,carrefour.es,1403625
6,elmueble.com,1497477
7,ikea.com,1637387
8,leroymerlin.es,13765426
9,maisonsdumonde.com,365651
10,manomano.es,6823085
