,domain,visibility
0,amazon.co.uk,13341968
1,argos.co.uk,6504422
2,diy.com,11693487
3,dunelm.com,2318651
4,homebase.co.uk,2874366
5,ikea.com,2289213
6,made.com,110253
7,manomano.co.uk,963489
8,screwfix.com,12624332
9,therange.co.uk,3654660
10,toolstation.com,2782234
11,wayfair.co.uk,2590159
12,wickes.co.uk,6557805
