,domain,visibility
0,amazon.co.uk,13212861
1,argos.co.uk,6241547
2,diy.com,11457683
3,dunelm.com,2061419
4,homebase.co.uk,2829222
5,ikea.com,2381498
6,made.com,127731
7,manomano.co.uk,1029385
8,screwfix.com,12419301
9,therange.co.uk,3498578
10,toolstation.com,2762075
11,wayfair.co.uk,2608565
12,wickes.co.uk,6247320
