,domain,visibility
0,amazon.co.uk,10364808
1,argos.co.uk,4526627
2,diy.com,8361879
3,dunelm.com,1750285
4,homebase.co.uk,2166297
5,ikea.com,2095209
6,made.com,106359
7,manomano.co.uk,599113
8,screwfix.com,8660104
9,therange.co.uk,3040478
10,toolstation.com,1812361
11,wayfair.co.uk,1902013
12,wickes.co.uk,4263176
