,domain,visibility
0,amazon.co.uk,40852839
1,argos.co.uk,9069815
2,diy.com,20948421
3,dunelm.com,2458870
4,homebase.co.uk,4039651
5,ikea.com,2608922
6,made.com,99902
7,manomano.co.uk,1684813
8,screwfix.com,25349225
9,therange.co.uk,4720117
10,toolstation.com,5460085
11,wayfair.co.uk,4051404
12,wickes.co.uk,10881884
