,domain,visibility
0,amazon.co.uk,14448048
1,argos.co.uk,5913168
2,diy.com,9896017
3,dunelm.com,1375783
4,homebase.co.uk,1653608
5,ikea.com,2346951
6,made.com,84443
7,manomano.co.uk,813020
8,screwfix.com,9982800
9,therange.co.uk,3310886
10,toolstation.com,2348913
11,wayfair.co.uk,2258700
12,wickes.co.uk,5035503
