,domain,visibility
0,amazon.co.uk,16014018
1,argos.co.uk,6695897
2,diy.com,11282290
3,dunelm.com,1567979
4,homebase.co.uk,1961448
5,ikea.com,2400595
6,made.com,113623
7,manomano.co.uk,1135588
8,screwfix.com,10723867
9,therange.co.uk,3770865
10,toolstation.com,2904743
11,wayfair.co.uk,2729306
12,wickes.co.uk,6004365
