,domain,visibility
0,amazon.co.uk,10512534
1,argos.co.uk,5297968
2,diy.com,8597827
3,dunelm.com,1386088
4,homebase.co.uk,1602491
5,ikea.com,2192378
6,made.com,113307
7,manomano.co.uk,813359
8,screwfix.com,7626197
9,therange.co.uk,3215054
10,toolstation.com,2054169
11,wayfair.co.uk,2191681
12,wickes.co.uk,4527341
