,domain,visibility
0,amazon.co.uk,15348996
1,argos.co.uk,6066031
2,diy.com,11159365
3,dunelm.com,2259275
4,homebase.co.uk,2629101
5,ikea.com,2259221
6,made.com,86495
7,manomano.co.uk,895551
8,screwfix.com,12336279
9,therange.co.uk,3659747
10,toolstation.com,2633218
11,wayfair.co.uk,2359218
12,wickes.co.uk,6489072
