,domain,visibility
0,amazon.co.uk,14267046
1,argos.co.uk,5998948
2,diy.com,10911472
3,dunelm.com,2198873
4,homebase.co.uk,2673123
5,ikea.com,2651813
6,made.com,119534
7,manomano.co.uk,979656
8,screwfix.com,11995603
9,therange.co.uk,3172622
10,toolstation.com,2682203
11,wayfair.co.uk,2758389
12,wickes.co.uk,5925767
