,domain,visibility
0,amazon.co.uk,13139752
1,argos.co.uk,6301329
2,diy.com,11718076
3,dunelm.com,2084862
4,homebase.co.uk,2828487
5,ikea.com,2296666
6,made.com,111157
7,manomano.co.uk,1001601
8,screwfix.com,12621086
9,therange.co.uk,3503384
10,toolstation.com,2659290
11,wayfair.co.uk,2469523
12,wickes.co.uk,6009154
