,domain,visibility
0,amazon.co.uk,39837594
1,argos.co.uk,9845215
2,diy.com,20680639
3,dunelm.com,2706529
4,homebase.co.uk,4061835
5,ikea.com,2489773
6,made.com,86495
7,manomano.co.uk,1488605
8,screwfix.com,26599018
9,therange.co.uk,5126046
10,toolstation.com,5595540
11,wayfair.co.uk,3760237
12,wickes.co.uk,12207191
