,domain,visibility
0,amazon.co.uk,14241741
1,argos.co.uk,6000055
2,diy.com,10908541
3,dunelm.com,1998793
4,homebase.co.uk,2539849
5,ikea.com,2690667
6,made.com,104477
7,manomano.co.uk,955318
8,screwfix.com,12223279
9,therange.co.uk,3163087
10,toolstation.com,2572174
11,wayfair.co.uk,2731806
12,wickes.co.uk,5892853
