,domain,visibility
0,amazon.co.uk,15788797
1,argos.co.uk,6756540
2,diy.com,11234068
3,dunelm.com,1255386
4,homebase.co.uk,1970718
5,ikea.com,2429358
6,made.com,112759
7,manomano.co.uk,1048431
8,screwfix.com,10512256
9,therange.co.uk,3790759
10,toolstation.com,2668274
11,wayfair.co.uk,2430761
12,wickes.co.uk,5424921
