,domain,visibility
0,amazon.co.uk,39141158
1,argos.co.uk,9480199
2,diy.com,21021933
3,dunelm.com,2551536
4,homebase.co.uk,3863294
5,ikea.com,2667540
6,made.com,106802
7,manomano.co.uk,1508609
8,screwfix.com,26230041
9,therange.co.uk,4730900
10,toolstation.com,5493425
11,wayfair.co.uk,4038942
12,wickes.co.uk,10098223
