,domain,visibility
0,amazon.co.uk,16278017
1,argos.co.uk,6700085
2,diy.com,11176123
3,dunelm.com,1459659
4,homebase.co.uk,2035727
5,ikea.com,2234755
6,made.com,78750
7,manomano.co.uk,1143677
8,screwfix.com,10531527
9,therange.co.uk,3793796
10,toolstation.com,2854833
11,wayfair.co.uk,2814484
12,wickes.co.uk,5627027
