,domain,visibility
0,amazon.co.uk,40228422
1,argos.co.uk,9378478
2,diy.com,20601948
3,dunelm.com,2601873
4,homebase.co.uk,3937402
5,ikea.com,2617813
6,made.com,94028
7,manomano.co.uk,1302459
8,screwfix.com,25952379
9,therange.co.uk,4875913
10,toolstation.com,5423267
11,wayfair.co.uk,3916191
12,wickes.co.uk,10901754
