,domain,visibility
0,amazon.co.uk,13391329
1,argos.co.uk,6458819
2,diy.com,10278669
3,dunelm.com,2059321
4,homebase.co.uk,2844153
5,ikea.com,2410820
6,made.com,116228
7,manomano.co.uk,997208
8,screwfix.com,12630088
9,therange.co.uk,3460319
10,toolstation.com,2643598
11,wayfair.co.uk,2539396
12,wickes.co.uk,6063712
