,domain,visibility
0,amazon.co.uk,9860026
1,argos.co.uk,5665776
2,diy.com,8734608
3,dunelm.com,1375783
4,homebase.co.uk,1621147
5,ikea.com,2346951
6,made.com,84443
7,manomano.co.uk,792008
8,screwfix.com,8013748
9,therange.co.uk,3238251
10,toolstation.com,2076293
11,wayfair.co.uk,2211673
12,wickes.co.uk,4526062
