,domain,visibility
0,aliexpress.com,9312
1,amazon.it,7897648
2,ebay.it,1792085
3,ikea.com,36477
4,leroymerlin.it,5224170
5,maisonsdumonde.com,470901
6,manomano.it,2874699
7,obi-italia.it,380258
