,domain,visibility
0,aliexpress.com,8343
1,amazon.it,30134671
2,ebay.it,7402621
3,ikea.com,40970
4,leroymerlin.it,13501261
5,maisonsdumonde.com,494264
6,manomano.it,10921266
7,obi-italia.it,700829
