,domain,visibility
0,aliexpress.com,8851
1,amazon.it,7964585
2,ebay.it,1603344
3,ikea.com,470932
4,leroymerlin.it,4952156
5,maisonsdumonde.com,444488
6,manomano.it,2740375
7,obi-italia.it,377592
