,domain,visibility
0,aliexpress.com,6879
1,amazon.it,11745685
2,ebay.it,2523495
3,ikea.com,651517
4,leroymerlin.it,6330882
5,maisonsdumonde.com,605277
6,manomano.it,4423392
7,obi-italia.it,439246
