,domain,visibility
0,aliexpress.com,24012
1,amazon.it,12927195
2,ebay.it,2118098
3,ikea.com,71321
4,leroymerlin.it,5296072
5,maisonsdumonde.com,208409
6,manomano.it,3891022
7,obi-italia.it,258987
