,domain,visibility
0,aliexpress.com,20194
1,amazon.it,11990980
2,ebay.it,2045322
3,ikea.com,70345
4,leroymerlin.it,5984681
5,maisonsdumonde.com,352733
6,manomano.it,3685441
7,obi-italia.it,296753
