,domain,visibility
0,aliexpress.com,8343
1,amazon.it,12012854
2,ebay.it,2816345
3,ikea.com,39746
4,leroymerlin.it,6906317
5,maisonsdumonde.com,476108
6,manomano.it,4250647
7,obi-italia.it,480235
