,domain,visibility
0,aliexpress.com,8156
1,amazon.it,11788025
2,ebay.it,2292519
3,ikea.com,449156
4,leroymerlin.it,5872860
5,maisonsdumonde.com,479197
6,manomano.it,3990519
7,obi-italia.it,372648
