,domain,visibility
0,aliexpress.com,17021
1,amazon.it,8943460
2,ebay.it,1420471
3,ikea.com,67695
4,leroymerlin.it,4946249
5,maisonsdumonde.com,327675
6,manomano.it,2526929
7,obi-italia.it,271660
