,domain,visibility
0,aliexpress.com,12801
1,amazon.it,13685776
2,ebay.it,1653656
3,ikea.com,75832
4,leroymerlin.it,5814709
5,maisonsdumonde.com,351323
6,manomano.it,3167277
7,obi-italia.it,285981
