,domain,visibility
0,aliexpress.com,20194
1,amazon.it,8492494
2,ebay.it,1508919
3,ikea.com,70345
4,leroymerlin.it,5095334
5,maisonsdumonde.com,352733
6,manomano.it,2576655
7,obi-italia.it,296753
