,domain,visibility
0,aliexpress.com,12801
1,amazon.it,9143509
2,ebay.it,1222523
3,ikea.com,75832
4,leroymerlin.it,4983655
5,maisonsdumonde.com,351323
6,manomano.it,2234019
7,obi-italia.it,285981
